,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
209,understand someone would want beat agree take justice hand like place jail give trial sentence afford law absolutely disgusted multiple adult could really hope lock away rest life rot,0.0,0.0,0.0,6DAL
210,thought town let police job decide commit murder felt sadness confusion anyone would kill comprehend anyone would thing,1.0,0.0,1.0,ZKXX
211,impossible know even crime let alone whose responsible law order leave authority mob rule unfortunate really detail surround incident idea conclusion simply information actually happen even entirely clear first place,0.0,1.0,1.0,XTOG
212,although understand felt need solve anything well try let rot prison rest life execute properly must do kill described gruesome make angry someone hurt defenceless animal menace society never allow walk free,1.0,0.0,1.0,Z337
213,make suffer see want make feel pain like cause sad even country begin innocent lose reason feel bad family close holiday could imagine pain go,0.0,1.0,1.0,K0PM
214,good beat someone suspect unless catch elbow deep blood otherwise we beat whoever we want um well sadness write 20 word sad situation want make hysteric something like even noteworthy anymore consider bad day,1.0,0.0,1.0,EIEM
215,feel get deserve kill get beaten bad get feel sick wrong commit act violence anyone especially kill would get thing do,1.0,0.0,0.0,FJYL
216,calculate malice intent attacker know victim believe accident imagination horrible thing do society truly horrify prosecute justice,1.0,1.0,0.0,UDCK
217,feel uncalled inhumane serve life prison minimum death row feel low thing many young family member something like happen would feel similar comment,0.0,1.0,0.0,K4QW
218,deeply disturbed citizen suspected murderer strongly believe would happen except muslim we need fix condition cause thing happen first place disturbed action vigilante much murderer,1.0,1.0,0.0,YGVE
219,justify anger defenceless hurt bring emotion strong ever mob mentality bad however wrong completely innocent deserve protect kill deserve alive opinion,1.0,0.0,1.0,DUSJ
220,bother take law hand without stand trial crime make feel little angry towards mob also make feel anxious would resort vigilante justice really give many detail kill make feel little angry harm seemed pretty senseless tragic real emotion negative feel anger towards also sadness loss,1.0,1.0,1.0,UZXI
221,would awfully compel evidence justify kind action would conclusive old thing indicate something afford get wrong go response event uncommon country far we go our way defend ownership weapon divide cause our idiot president general culture year death rampant matter age,0.0,1.0,1.0,7NTU
222,stupid commit crime punish police would take care thought sad understand drive kill especially victim u dumb beat trouble let police handle,0.0,0.0,0.0,6VRN
223,fully deserve secretly hop local resident would take life process end well beast deserve take another breath kill innocent disgust angered innocent murder glad local resident brutalise get take custody fully deserve much pay life horrible crime rot prison rest life hope inmate torture well rest miserable existence anyone take innocent life beast human soul,0.0,0.0,0.0,SHFC
224,demon kill tortuous way excuse take childs life ever deserves kill care do make sick wish kill instead injure,0.0,1.0,1.0,SDME
225,understand anger someone believe kill make sad make angry world could harm innocent,1.0,0.0,0.0,IE6C
226,disgust animalistic commit crime we right beat street we system reason take thing our hand lawless slippery slope incredibly sad although also sad group felt right beat someone street believe commit crime wrong disgust like kill,0.0,0.0,0.0,P50V
227,terrible thing we see much country particular believe comment one general public would tragedy,0.0,1.0,0.0,XWIT
228,frustrate get put family unjustified even tho state family one alleged weight bare forever like innocent go fall even one make happen lot bare lose change fibre excuse harm kill legitimately put way much pressure family much responsibility fair,0.0,0.0,1.0,RNZ1
229,unhappy mob justice carry innocent proven guilty mob justice place our society innocent kill hurt kind incident handle civil authority felt sad die curious incident occur circumstance disapprove mob justice would rather see legal prosecution especially turn case mistaken identity,1.0,0.0,1.0,KUX8
230,justice our justice system continue fail start take matter hand whatever must extremely brutal cause would someone kill want understand detail happen accident intentional,0.0,1.0,0.0,NIEX
231,feel get deserve earth need kill choose deserve whatever way felt absolutely horrific scar lose life could anyone kill something understand,1.0,1.0,0.0,UGZE
232,someone take another life bet lose right treat civility especially assume sexually assault well probably reason kill kid would tell give death penalty,1.0,0.0,1.0,CGRD
234,surprised random street would beat alleged proven look like would care beat bloody pulp already convict right fair trial disgust angry anyone would make wonder bad society go get get good ever,1.0,1.0,0.0,FMCK
235,find satisfaction dispense swiftly least iota pain wen through reason someone harm let alone kill situation kill certain would join vigilante justice,0.0,1.0,1.0,Y1NB
236,get deserve although glad satisfy know suffer pain surprise refugee live area commit crime feel case trust,0.0,1.0,0.0,T03N
238,would understandable although suspect really happen part story invention design elicit course want really sort thing try hard drawn emotion,1.0,0.0,0.0,8VKV
239,certainly wrong take law hand like deny give hint satisfaction actual murderer want know circumstance murder take place resident know beat murderer,0.0,1.0,1.0,IRJT
240,already write 20 word instruction say nothing write party completely wrong mob decide justice already write post we govern rule law group decide take law hand would feel safe beat would one kill trust make impartial call morality type would walk around beat female gay hope get prosecute,0.0,0.0,0.0,UOKW
241,feel like terrible human deserve punishment hand deserve live take life really care much happen much one sad thing happen far remove would say lack empathy hard muster emotion every murder happen world,1.0,0.0,1.0,VV4U
242,deserve hurt reason anyone put hand om someone sad situation family wonder make hurt never know feel,1.0,0.0,0.0,COQP
243,without proof lock take law hand horrible without proven beyond shadow doubt one guilty kill caretaker rest information,1.0,0.0,0.0,RRBF
244,certainly appreciate sentiment attacker agree form vigilante justice hope also answer ve do everyone receive fair outcome reason we judicial system perfect allow job could believe anyone would kill innocent detail within scenario conjure would excuse hope go jail rest natural life,1.0,0.0,0.0,E7RX
